Day,Month,Year,State,Temp_Min,Temp_Max,Rain_mm,Evaporation_mm,Sun_hours,Wind_Direction,Wind_Speed,Time_since_midnight,Temp_9am,RH_9am,Cld_9am,Dir_9am,Spd_9am,MSLP_9am,Temp_3pm,RH_3pm,Cld_3pm,Dir_3pm,Spd_3pm,MSLP_3pm,Temp_Diff,Rain_Indicator,Tomorrow_Rain_Indicator,Tomorrow_Rain_mm
12,12,2023,SA,17.7,25.3,10.0,1.4,9.4,8.0,39.0,725,22.0,69.0,0.0,1.0,17,1012.1,24.9,47.0,0.0,16.0,24.0,1009.5,7.600000000000001,1,1,2.4
13,12,2023,SA,15.6,23.8,2.4,5.4,6.5,4.0,46.0,986,22.6,54.0,0.0,1.0,24,1007.5,23.1,62.0,0.0,15.0,22.0,1006.9,8.200000000000001,1,1,1.4
14,12,2023,SA,16.5,20.5,1.4,4.0,8.2,15.0,37.0,105,18.8,75.0,0.0,4.0,30,1012.3,19.1,73.0,0.0,14.0,20.0,1012.7,4.0,1,0,0.0
15,12,2023,SA,13.4,20.0,0.0,5.6,11.8,7.0,39.0,1192,17.5,67.0,4.0,14.0,20,1014.3,19.0,60.0,2.0,14.0,20.0,1012.6,6.6,0,0,0.0
16,12,2023,SA,15.1,21.1,0.0,7.6,11.4,4.0,39.0,390,17.8,69.0,0.0,4.0,24,1014.6,20.2,53.0,0.0,7.0,19.0,1013.9,6.000000000000002,0,0,0.0
17,12,2023,SA,11.0,29.6,0.0,6.0,10.0,5.0,33.0,490,19.9,52.0,1.0,5.0,17,1013.8,22.6,56.0,0.0,13.0,15.0,1012.0,18.6,0,0,0.0
18,12,2023,SA,19.1,30.6,0.0,8.8,2.5,13.0,50.0,869,29.5,26.0,7.0,9.0,20,1006.6,25.2,57.0,7.0,7.0,24.0,1006.7,11.5,0,1,0.2
19,12,2023,SA,14.5,21.6,0.2,6.4,11.4,2.0,52.0,792,17.9,56.0,0.0,12.0,28,1018.3,20.9,39.0,1.0,12.0,31.0,1017.6,7.100000000000001,1,0,0.0
20,12,2023,SA,12.2,21.6,0.0,9.2,12.2,12.0,59.0,665,17.3,45.0,0.0,12.0,28,1022.6,20.8,37.0,0.0,2.0,26.0,1020.2,9.400000000000002,0,0,0.0
21,12,2023,SA,12.4,22.9,0.0,8.4,11.3,2.0,41.0,760,17.6,56.0,0.0,2.0,24,1021.2,21.7,45.0,0.0,12.0,24.0,1018.1,10.499999999999998,0,0,0.0
22,12,2023,SA,12.8,29.1,0.0,6.4,11.1,12.0,35.0,1083,19.1,70.0,1.0,14.0,9,1016.7,27.7,39.0,0.0,6.0,17.0,1012.0,16.3,0,0,0.0
23,12,2023,SA,14.9,24.9,0.0,8.2,12.0,7.0,41.0,977,23.7,46.0,0.0,14.0,15,1009.6,24.3,54.0,0.0,7.0,30.0,1006.7,9.999999999999998,0,0,0.0
24,12,2023,SA,13.2,21.9,0.0,9.4,10.2,13.0,67.0,883,17.5,66.0,5.0,13.0,20,1008.1,19.9,57.0,5.0,2.0,37.0,1008.5,8.7,0,0,0.0
25,12,2023,SA,14.6,20.0,0.0,7.8,1.7,13.0,65.0,962,16.8,63.0,6.0,2.0,33,1010.0,18.0,66.0,0.0,13.0,39.0,1010.3,5.4,0,0,0.0
26,12,2023,SA,14.9,21.7,0.0,4.0,2.6,2.0,44.0,563,18.6,74.0,0.0,2.0,22,1012.9,20.1,67.0,0.0,12.0,28.0,1012.6,6.799999999999999,0,0,0.0
27,12,2023,SA,16.3,24.9,0.0,4.2,8.4,7.0,41.0,922,18.7,74.0,0.0,2.0,13,1015.8,22.9,67.0,0.0,2.0,13.0,1013.8,8.599999999999998,0,0,0.0
28,12,2023,SA,12.9,29.8,0.0,6.2,6.9,11.0,44.0,1246,21.6,62.0,1.0,15.0,7,1014.9,25.8,53.0,7.0,2.0,13.0,1012.2,16.9,0,1,0.4
29,12,2023,SA,17.1,25.1,0.4,6.2,12.5,12.0,46.0,815,20.8,58.0,2.0,11.0,26,1013.7,23.5,45.0,1.0,12.0,28.0,1015.3,8.0,1,0,0.0
30,12,2023,SA,14.2,21.2,0.0,9.6,5.2,7.0,48.0,917,16.9,58.0,8.0,2.0,17,1021.2,20.5,53.0,0.0,7.0,35.0,1019.5,7.0,0,0,0.0
31,12,2023,SA,13.1,27.2,0.0,6.0,12.2,12.0,41.0,918,16.8,60.0,1.0,14.0,7,1022.6,22.1,59.0,0.0,7.0,28.0,1018.5,14.1,0,0,0.0
1,1,2024,SA,13.0,27.5,0.0,8.2,5.8,6.0,33.0,1383,21.4,63.0,6.0,7.0,9,1017.8,27.3,45.0,0.0,6.0,19.0,1014.3,14.5,0,0,0.0
2,1,2024,SA,16.7,25.7,0.0,5.4,12.1,7.0,46.0,836,25.6,48.0,5.0,1.0,2,1012.5,23.1,70.0,2.0,7.0,35.0,1011.2,9.0,0,0,0.0
3,1,2024,SA,18.0,23.6,0.0,8.2,0.2,7.0,33.0,795,19.5,82.0,7.0,4.0,6,1013.5,21.4,79.0,0.0,7.0,13.0,1013.6,5.600000000000001,0,1,0.4
4,1,2024,SA,19.4,31.8,0.4,4.4,5.6,6.0,39.0,967,21.6,85.0,7.0,12.0,11,1016.9,29.8,48.0,0.0,2.0,24.0,1015.6,12.400000000000002,1,0,0.0
5,1,2024,SA,21.6,35.5,0.0,5.2,11.2,6.0,33.0,914,26.8,51.0,1.0,14.0,7,1017.3,34.8,32.0,0.0,3.0,19.0,1014.4,13.9,0,0,0.0
6,1,2024,SA,22.8,27.7,0.0,10.8,2.5,8.0,54.0,518,25.0,60.0,8.0,7.0,9,1011.9,24.4,85.0,8.0,6.0,9.0,1010.9,4.899999999999999,0,1,7.8
7,1,2024,SA,21.4,25.5,7.8,1.6,4.5,7.0,41.0,963,24.7,80.0,7.0,9.0,13,1008.2,21.4,84.0,5.0,14.0,28.0,1008.1,4.100000000000001,1,1,1.0
8,1,2024,SA,17.2,24.1,1.0,6.0,5.1,12.0,41.0,1156,20.5,58.0,0.0,2.0,26,1015.7,21.6,66.0,0.0,2.0,24.0,1014.0,6.900000000000002,1,0,0.0
9,1,2024,SA,13.8,22.8,0.0,6.0,0.0,14.0,35.0,835,20.3,73.0,5.0,10.0,6,1014.7,21.5,70.0,0.0,7.0,24.0,1012.4,9.0,0,0,0.0
10,1,2024,SA,14.5,26.9,0.0,0.0,13.7,7.0,41.0,981,19.7,78.0,1.0,8.0,6,1015.5,22.4,63.0,0.0,7.0,24.0,1015.9,12.4,0,0,0.0
11,1,2024,SA,14.8,33.0,0.0,14.4,14.0,11.0,33.0,1296,22.1,54.0,0.0,6.0,4,1019.0,32.0,37.0,0.0,2.0,15.0,1015.8,18.2,0,0,0.0
12,1,2024,SA,17.2,35.2,0.0,6.2,14.0,6.0,56.0,1335,26.5,51.0,0.0,4.0,9,1014.6,30.8,38.0,0.0,13.0,24.0,1013.1,18.000000000000004,0,0,0.0
13,1,2024,SA,24.7,32.6,0.0,15.2,9.0,6.0,61.0,9,28.0,27.0,7.0,8.0,13,1015.3,31.6,33.0,7.0,3.0,24.0,1014.8,7.900000000000002,0,0,0.0
14,1,2024,SA,17.3,30.9,0.0,10.6,11.7,11.0,44.0,1387,22.2,38.0,6.0,10.0,9,1018.1,29.1,23.0,0.0,6.0,20.0,1015.7,13.599999999999998,0,0,0.0
15,1,2024,SA,17.9,34.9,0.0,11.0,11.8,11.0,46.0,126,23.3,56.0,1.0,14.0,13,1014.5,27.7,61.0,4.0,7.0,22.0,1011.0,17.0,0,0,0.0
16,1,2024,SA,21.8,29.9,0.0,8.6,12.0,7.0,43.0,1174,29.2,56.0,1.0,1.0,17,1007.2,26.7,62.0,0.0,7.0,26.0,1004.4,8.099999999999998,0,1,6.6
17,1,2024,SA,14.7,21.0,6.6,9.4,11.6,7.0,54.0,810,17.2,77.0,7.0,13.0,28,1011.0,19.7,53.0,0.0,7.0,37.0,1010.9,6.300000000000001,1,0,0.0
18,1,2024,SA,12.1,22.0,0.0,7.4,10.4,7.0,50.0,876,17.4,56.0,7.0,2.0,20,1014.0,21.0,56.0,0.0,7.0,35.0,1012.2,9.9,0,0,0.0
19,1,2024,SA,10.4,28.3,0.0,8.0,13.6,7.0,30.0,819,18.2,49.0,1.0,9.0,7,1011.7,23.7,52.0,0.0,7.0,17.0,1008.5,17.9,0,0,0.0
20,1,2024,SA,18.0,34.2,0.0,7.2,13.3,15.0,46.0,711,27.1,29.0,7.0,1.0,17,1005.0,31.6,29.0,0.0,4.0,19.0,1003.6,16.200000000000003,0,0,0.0
21,1,2024,SA,15.5,26.6,0.0,9.8,13.7,6.0,46.0,1065,19.2,61.0,1.0,12.0,22,1012.5,25.2,44.0,0.0,12.0,17.0,1011.8,11.1,0,0,0.0
22,1,2024,SA,15.3,31.8,0.0,9.4,13.7,3.0,35.0,997,21.2,46.0,0.0,3.0,7,1014.2,26.4,43.0,1.0,14.0,20.0,1011.4,16.5,0,0,0.0
23,1,2024,SA,19.6,40.1,0.0,10.6,13.6,9.0,39.0,486,34.7,18.0,0.0,9.0,24,1007.5,39.5,15.0,0.0,16.0,20.0,1005.1,20.5,0,1,4.2
24,1,2024,SA,19.5,26.1,4.2,9.6,4.3,14.0,63.0,164,21.6,85.0,7.0,7.0,22,1008.3,25.3,63.0,0.0,4.0,13.0,1009.1,6.600000000000001,1,0,0.0
25,1,2024,SA,21.4,24.1,0.0,6.0,0.2,13.0,35.0,688,21.6,69.0,7.0,12.0,7,1008.9,16.5,91.0,0.0,2.0,11.0,1010.4,2.700000000000003,0,1,35.6
26,1,2024,SA,15.4,22.6,35.6,2.4,9.5,14.0,48.0,317,19.2,66.0,6.0,13.0,30,1013.2,21.4,49.0,6.0,7.0,31.0,1013.1,7.200000000000001,1,0,0.0
27,1,2024,SA,13.3,21.6,0.0,8.0,13.6,13.0,35.0,1000,19.3,65.0,0.0,7.0,15,1013.9,20.2,56.0,0.0,7.0,19.0,1012.7,8.3,0,0,0.0
28,1,2024,SA,15.8,23.5,0.0,7.8,13.7,7.0,28.0,863,18.0,68.0,2.0,11.0,6,1014.0,21.8,66.0,0.0,7.0,17.0,1011.3,7.699999999999999,0,0,0.0
29,1,2024,SA,16.6,28.0,0.0,7.6,13.7,7.0,48.0,851,22.9,69.0,1.0,7.0,13,1011.5,25.9,62.0,1.0,7.0,33.0,1011.7,11.4,0,0,0.0
30,1,2024,SA,14.7,24.3,0.0,5.8,13.4,7.0,57.0,852,20.2,69.0,1.0,4.0,6,1016.4,22.8,60.0,1.0,7.0,39.0,1015.9,9.6,0,0,0.0
31,1,2024,SA,14.0,25.3,0.0,7.6,10.1,7.0,50.0,888,17.8,71.0,0.0,13.0,13,1021.1,23.1,55.0,0.0,7.0,35.0,1018.2,11.3,0,0,0.0
1,2,2024,SA,14.8,24.0,0.0,7.0,13.5,13.0,56.0,943,20.0,66.0,0.0,7.0,20,1019.6,23.2,65.0,0.0,7.0,33.0,1017.1,9.2,0,0,0.0
2,2,2024,SA,15.4,28.2,0.0,7.8,12.0,13.0,46.0,881,19.4,73.0,6.0,2.0,11,1017.8,23.8,69.0,0.0,13.0,31.0,1013.0,12.8,0,0,0.0
3,2,2024,SA,14.4,31.9,0.0,6.2,13.5,7.0,28.0,1077,24.2,44.0,1.0,9.0,13,1011.2,31.2,35.0,0.0,7.0,15.0,1008.1,17.5,0,0,0.0
4,2,2024,SA,18.1,37.6,0.0,8.6,12.7,13.0,50.0,1295,25.4,56.0,1.0,16.0,9,1002.8,29.9,43.0,0.0,7.0,22.0,999.3,19.5,0,0,0.0
5,2,2024,SA,17.8,23.8,0.0,12.0,8.0,2.0,54.0,990,18.3,63.0,7.0,2.0,20,1011.1,22.6,48.0,6.0,13.0,30.0,1011.3,6.0,0,0,0.0
6,2,2024,SA,12.1,23.1,0.0,7.4,13.4,13.0,57.0,979,18.7,56.0,1.0,12.0,19,1021.7,21.8,49.0,1.0,7.0,37.0,1021.2,11.000000000000002,0,0,0.0
7,2,2024,SA,13.9,26.0,0.0,7.8,13.3,7.0,48.0,902,19.3,58.0,1.0,11.0,11,1025.5,23.0,53.0,0.0,7.0,33.0,1023.6,12.1,0,0,0.0
8,2,2024,SA,15.4,28.0,0.0,8.0,13.4,7.0,46.0,901,20.1,52.0,0.0,6.0,6,1025.0,23.9,54.0,0.0,7.0,33.0,1023.4,12.6,0,0,0.0
9,2,2024,SA,15.1,28.8,0.0,8.2,13.3,6.0,44.0,1027,22.2,50.0,0.0,1.0,7,1025.0,27.5,37.0,0.0,12.0,28.0,1022.9,13.7,0,0,0.0
10,2,2024,SA,15.9,29.7,0.0,9.6,13.2,7.0,39.0,863,21.2,52.0,1.0,2.0,7,1023.9,25.0,60.0,1.0,7.0,30.0,1020.8,13.8,0,0,0.0
11,2,2024,SA,15.7,29.1,0.0,7.4,13.0,7.0,33.0,966,24.1,42.0,4.0,0.0,0,1017.9,27.3,49.0,0.0,7.0,17.0,1015.3,13.400000000000002,0,0,0.0
12,2,2024,SA,17.2,32.5,0.0,8.0,13.1,13.0,28.0,1108,25.0,50.0,0.0,13.0,7,1014.5,29.8,43.0,0.0,13.0,13.0,1010.8,15.3,0,0,0.0
13,2,2024,SA,20.7,23.9,0.0,7.6,0.0,7.0,54.0,974,23.0,84.0,7.0,15.0,17,1009.8,22.9,66.0,0.0,7.0,35.0,1011.6,3.1999999999999997,0,0,0.0
14,2,2024,SA,13.4,22.0,0.0,0.0,11.1,7.0,52.0,956,16.4,61.0,2.0,12.0,13,1020.1,20.7,46.0,0.0,7.0,37.0,1019.2,8.6,0,0,0.0
15,2,2024,SA,12.9,26.6,0.0,16.0,12.9,7.0,39.0,789,17.4,44.0,4.0,6.0,2,1022.1,23.0,46.0,0.0,7.0,30.0,1019.9,13.7,0,0,0.0
16,2,2024,SA,12.6,28.2,0.0,8.0,13.0,7.0,37.0,941,22.1,54.0,0.0,14.0,11,1021.1,24.7,51.0,1.0,7.0,24.0,1019.4,15.6,0,0,0.0
17,2,2024,SA,13.2,28.5,0.0,8.0,11.3,7.0,39.0,947,21.4,48.0,5.0,14.0,9,1021.3,26.4,52.0,0.0,13.0,26.0,1018.4,15.3,0,0,0.0
18,2,2024,SA,15.4,34.0,0.0,8.4,12.6,7.0,39.0,881,24.2,46.0,7.0,14.0,6,1020.5,27.2,54.0,0.0,7.0,26.0,1018.5,18.6,0,0,0.0
19,2,2024,SA,17.7,33.2,0.0,9.8,12.4,7.0,37.0,949,24.0,53.0,6.0,15.0,13,1018.8,26.4,48.0,0.0,13.0,24.0,1017.0,15.500000000000004,0,0,0.0
20,2,2024,SA,20.3,34.0,0.0,7.0,3.3,3.0,48.0,1217,25.8,34.0,7.0,9.0,7,1012.7,32.8,19.0,0.0,3.0,28.0,1009.2,13.7,0,0,0.0
21,2,2024,SA,22.2,33.8,0.0,11.8,12.4,10.0,41.0,1388,25.5,58.0,1.0,14.0,13,1009.6,29.7,28.0,0.0,14.0,19.0,1007.6,11.599999999999998,0,0,0.0
22,2,2024,SA,19.2,31.4,0.0,8.2,12.3,13.0,48.0,1108,26.9,45.0,1.0,5.0,13,1007.5,25.4,57.0,0.0,7.0,26.0,1006.9,12.2,0,0,0.0
23,2,2024,SA,17.8,22.6,0.0,11.4,2.9,7.0,48.0,839,19.1,57.0,0.0,2.0,28,1018.5,22.1,51.0,6.0,7.0,35.0,1018.4,4.800000000000001,0,0,0.0
24,2,2024,SA,14.0,23.3,0.0,6.6,12.3,12.0,37.0,104,17.4,53.0,1.0,11.0,17,1021.4,22.6,54.0,0.0,14.0,28.0,1016.3,9.3,0,0,0.0
25,2,2024,SA,13.1,27.6,0.0,5.8,10.9,12.0,31.0,1245,22.0,37.0,2.0,5.0,15,1015.2,25.8,46.0,0.0,13.0,24.0,1015.0,14.500000000000002,0,0,0.0
26,2,2024,SA,17.8,26.5,0.0,8.0,3.7,11.0,33.0,129,20.1,63.0,7.0,15.0,6,1018.3,24.5,56.0,7.0,4.0,13.0,1016.0,8.7,0,0,0.0
27,2,2024,SA,17.7,36.9,0.0,4.8,12.5,15.0,26.0,769,26.7,35.0,0.0,5.0,7,1011.6,35.3,16.0,0.0,14.0,7.0,1008.0,19.2,0,0,0.0
28,2,2024,SA,23.6,26.5,0.0,10.4,11.7,8.0,50.0,280,24.3,69.0,0.0,8.0,20,1009.2,26.0,61.0,0.0,14.0,17.0,1010.4,2.8999999999999986,0,0,0.0
29,2,2024,SA,19.4,24.2,0.0,7.6,5.9,7.0,37.0,914,20.2,72.0,7.0,13.0,13,1016.3,23.0,64.0,7.0,7.0,24.0,1015.7,4.800000000000001,0,0,0.0
1,3,2024,SA,15.5,25.8,0.0,6.2,9.5,7.0,48.0,1021,22.3,54.0,1.0,3.0,2,1015.6,24.6,63.0,3.0,7.0,28.0,1014.3,10.3,0,0,0.0
2,3,2024,SA,16.3,26.7,0.0,6.8,10.2,7.0,48.0,861,19.3,64.0,6.0,11.0,17,1019.8,25.0,47.0,0.0,2.0,15.0,1018.0,10.4,0,0,0.0
3,3,2024,SA,14.9,26.3,0.0,8.0,11.8,12.0,43.0,974,16.9,63.0,0.0,11.0,13,1021.3,24.5,35.0,0.0,6.0,15.0,1020.4,11.4,0,0,0.0
4,3,2024,SA,14.1,25.7,0.0,7.8,10.4,12.0,41.0,9,18.0,58.0,1.0,7.0,9,1021.9,24.7,51.0,7.0,7.0,20.0,1017.7,11.6,0,0,0.0
5,3,2024,SA,14.7,31.8,0.0,5.6,10.0,7.0,24.0,876,22.6,40.0,1.0,0.0,0,1017.0,31.1,25.0,1.0,14.0,13.0,1015.3,17.1,0,0,0.0
6,3,2024,SA,19.4,34.1,0.0,7.6,9.8,6.0,41.0,1143,24.3,38.0,6.0,0.0,0,1017.0,29.4,39.0,0.0,13.0,28.0,1016.1,14.700000000000005,0,0,0.0
7,3,2024,SA,18.0,31.7,0.0,9.6,10.5,6.0,37.0,182,21.8,62.0,6.0,5.0,9,1022.1,25.7,64.0,7.0,7.0,26.0,1019.9,13.7,0,0,0.0
8,3,2024,SA,19.5,33.3,0.0,7.8,11.9,12.0,28.0,1113,23.8,60.0,0.0,6.0,6,1019.5,30.9,34.0,1.0,7.0,17.0,1016.6,13.799999999999995,0,0,0.0
9,3,2024,SA,25.4,38.4,0.0,12.2,10.1,9.0,56.0,538,33.0,23.0,1.0,9.0,22,1015.1,36.6,28.0,0.0,4.0,19.0,1012.4,13.0,0,0,0.0
10,3,2024,SA,24.5,36.7,0.0,12.4,11.6,1.0,33.0,578,31.0,28.0,1.0,5.0,11,1018.8,33.0,35.0,0.0,14.0,17.0,1016.9,12.200000000000005,0,0,0.0
11,3,2024,SA,23.7,38.2,0.0,11.0,10.1,16.0,39.0,713,31.7,26.0,0.0,1.0,20,1017.8,36.5,23.0,3.0,8.0,26.0,1015.4,14.500000000000004,0,0,0.0
12,3,2024,SA,23.8,32.7,0.0,10.2,7.6,6.0,54.0,1354,30.3,38.0,0.0,9.0,7,1015.6,30.3,44.0,0.0,13.0,17.0,1012.9,8.900000000000002,0,0,0.0
13,3,2024,SA,23.1,34.0,0.0,8.8,1.0,11.0,41.0,1388,26.8,61.0,7.0,14.0,7,1014.5,33.4,30.0,0.0,10.0,26.0,1011.5,10.9,0,0,0.0
14,3,2024,SA,18.6,25.1,0.0,6.8,1.1,11.0,39.0,633,19.1,81.0,8.0,6.0,17,1015.0,24.9,56.0,0.0,11.0,11.0,1013.8,6.5,0,1,0.6
15,3,2024,SA,16.3,29.5,0.6,4.8,10.1,3.0,35.0,948,18.9,61.0,0.0,0.0,0,1017.0,26.8,42.0,6.0,10.0,11.0,1013.9,13.2,1,0,0.0
16,3,2024,SA,17.2,31.5,0.0,6.6,11.0,4.0,30.0,730,28.5,40.0,0.0,9.0,13,1013.5,27.8,44.0,0.0,14.0,11.0,1010.4,14.3,0,1,1.4
17,3,2024,SA,20.3,29.9,1.4,6.0,9.1,13.0,33.0,870,21.3,86.0,7.0,11.0,15,1009.4,26.5,65.0,2.0,7.0,22.0,1006.8,9.599999999999998,1,1,0.4
18,3,2024,SA,21.3,31.2,0.4,7.6,10.1,1.0,35.0,559,24.7,56.0,0.0,9.0,19,1008.8,25.8,70.0,0.0,4.0,26.0,1006.9,9.9,1,0,0.0
19,3,2024,SA,18.7,23.1,0.0,6.8,5.9,13.0,52.0,1193,19.4,66.0,7.0,7.0,24,1013.3,21.9,62.0,7.0,7.0,28.0,1015.0,4.400000000000002,0,0,0.0
20,3,2024,SA,12.1,21.7,0.0,7.6,10.1,12.0,44.0,902,15.2,55.0,4.0,2.0,15,1027.9,19.8,39.0,0.0,12.0,28.0,1027.6,9.6,0,0,0.0
21,3,2024,SA,11.9,22.8,0.0,7.0,11.4,7.0,41.0,907,16.3,39.0,0.0,10.0,17,1029.8,20.3,42.0,0.0,14.0,30.0,1025.6,10.9,0,0,0.0
22,3,2024,SA,10.2,24.9,0.0,5.6,11.4,6.0,39.0,1123,16.4,59.0,0.0,12.0,13,1024.7,24.1,35.0,0.0,6.0,22.0,1022.5,14.7,0,0,0.0
23,3,2024,SA,14.4,22.9,0.0,6.6,11.3,6.0,48.0,586,18.7,53.0,0.0,6.0,22,1027.1,21.8,42.0,0.0,12.0,28.0,1025.1,8.499999999999998,0,0,0.0
24,3,2024,SA,10.6,21.0,0.0,7.2,11.1,7.0,50.0,982,15.5,62.0,1.0,6.0,13,1027.5,20.1,55.0,1.0,7.0,33.0,1024.5,10.4,0,0,0.0
25,3,2024,SA,10.7,20.2,0.0,7.0,8.0,14.0,31.0,800,14.8,73.0,0.0,3.0,11,1023.8,19.9,59.0,1.0,14.0,20.0,1021.4,9.5,0,0,0.0
26,3,2024,SA,9.7,22.7,0.0,4.8,10.9,14.0,39.0,850,15.7,77.0,2.0,6.0,9,1024.5,19.9,56.0,1.0,7.0,28.0,1023.1,13.0,0,0,0.0
27,3,2024,SA,13.8,25.9,0.0,6.0,11.2,6.0,44.0,1309,19.3,57.0,0.0,11.0,20,1027.5,23.5,49.0,1.0,15.0,20.0,1024.5,12.099999999999998,0,0,0.0
28,3,2024,SA,13.9,26.2,0.0,6.0,11.2,6.0,37.0,1393,17.4,63.0,1.0,4.0,7,1026.6,23.0,51.0,1.0,14.0,26.0,1023.4,12.3,0,0,0.0
29,3,2024,SA,12.2,29.4,0.0,6.6,11.1,5.0,24.0,521,20.7,43.0,3.0,5.0,9,1022.8,25.5,40.0,0.0,14.0,17.0,1021.2,17.2,0,0,0.0
30,3,2024,SA,13.7,28.8,0.0,5.8,9.8,7.0,28.0,981,19.9,49.0,3.0,12.0,6,1023.5,27.1,37.0,4.0,7.0,15.0,1021.0,15.1,0,0,0.0
31,3,2024,SA,15.9,30.2,0.0,6.2,10.7,7.0,28.0,813,24.6,38.0,0.0,16.0,9,1019.6,26.5,48.0,0.0,7.0,17.0,1015.7,14.3,0,0,0.0
1,4,2024,SA,16.5,21.3,0.0,4.8,4.0,14.0,56.0,1374,18.2,79.0,7.0,15.0,26,1016.5,20.1,65.0,0.0,14.0,17.0,1014.0,4.800000000000001,0,1,0.2
2,4,2024,SA,16.4,20.8,0.2,5.0,5.2,14.0,52.0,1381,17.7,71.0,7.0,7.0,28,1018.7,19.3,52.0,7.0,7.0,28.0,1020.0,4.400000000000002,1,1,1.2
3,4,2024,SA,13.8,20.1,1.2,4.8,6.9,14.0,31.0,840,14.7,88.0,7.0,1.0,13,1024.0,19.7,57.0,0.0,13.0,17.0,1023.3,6.300000000000001,1,1,0.4
4,4,2024,SA,13.1,21.3,0.4,4.0,10.6,12.0,41.0,623,15.4,63.0,3.0,6.0,19,1027.4,20.7,38.0,6.0,12.0,13.0,1025.2,8.200000000000001,1,0,0.0
5,4,2024,SA,13.1,22.1,0.0,6.0,10.8,6.0,44.0,1391,15.3,55.0,1.0,11.0,19,1027.7,20.6,43.0,0.0,12.0,26.0,1023.7,9.000000000000002,0,0,0.0
6,4,2024,SA,10.4,22.6,0.0,4.6,10.3,14.0,37.0,838,13.6,76.0,1.0,5.0,11,1021.5,21.4,71.0,0.0,7.0,26.0,1017.2,12.2,0,0,0.0
7,4,2024,SA,10.4,20.1,0.0,4.0,7.8,14.0,33.0,702,17.5,57.0,7.0,2.0,19,1018.2,18.7,51.0,2.0,14.0,22.0,1016.2,9.7,0,0,0.0
8,4,2024,SA,12.7,20.3,0.0,5.0,6.5,15.0,43.0,819,18.2,58.0,0.0,4.0,19,1016.0,17.9,77.0,0.0,14.0,28.0,1014.5,7.600000000000001,0,1,7.0
9,4,2024,SA,9.5,19.3,7.0,2.8,4.6,13.0,39.0,754,15.0,64.0,7.0,2.0,20,1024.1,17.2,52.0,7.0,13.0,24.0,1022.9,9.8,1,0,0.0
10,4,2024,SA,11.0,19.6,0.0,4.0,5.3,7.0,37.0,768,15.4,60.0,7.0,12.0,15,1027.1,18.1,60.0,6.0,7.0,24.0,1024.9,8.600000000000001,0,0,0.0
11,4,2024,SA,13.6,19.8,0.0,3.8,9.9,7.0,33.0,794,16.1,74.0,0.0,12.0,17,1026.6,18.6,57.0,1.0,14.0,26.0,1024.4,6.200000000000001,0,0,0.0
12,4,2024,SA,9.9,19.0,0.0,5.4,5.9,7.0,37.0,952,15.7,57.0,8.0,3.0,9,1026.3,17.6,55.0,1.0,7.0,22.0,1023.2,9.1,0,0,0.0
13,4,2024,SA,9.6,19.1,0.0,4.0,8.3,7.0,35.0,964,16.3,56.0,7.0,11.0,15,1026.1,18.3,63.0,1.0,7.0,26.0,1023.3,9.500000000000002,0,0,0.0
14,4,2024,SA,7.5,20.3,0.0,3.6,9.6,7.0,30.0,1018,16.0,63.0,3.0,5.0,4,1024.4,19.8,55.0,0.0,13.0,17.0,1022.3,12.8,0,0,0.0
15,4,2024,SA,9.2,20.7,0.0,3.8,10.2,7.0,33.0,903,17.9,59.0,2.0,5.0,4,1025.5,19.6,62.0,2.0,7.0,24.0,1023.7,11.5,0,0,0.0
16,4,2024,SA,9.2,20.3,0.0,3.2,9.5,7.0,41.0,919,15.7,73.0,0.0,1.0,7,1027.2,19.6,60.0,2.0,7.0,30.0,1024.6,11.1,0,0,0.0
17,4,2024,SA,9.7,20.6,0.0,3.6,6.3,13.0,41.0,922,15.5,70.0,0.0,0.0,0,1028.8,19.0,55.0,6.0,13.0,26.0,1026.4,10.900000000000002,0,0,0.0
18,4,2024,SA,11.8,17.6,0.0,7.0,0.0,14.0,39.0,966,15.7,55.0,8.0,2.0,11,1027.8,16.5,67.0,0.0,7.0,22.0,1025.2,5.800000000000001,0,1,3.0
19,4,2024,SA,12.8,20.0,3.0,2.2,9.2,12.0,48.0,741,15.1,72.0,5.0,12.0,24,1025.9,19.0,49.0,6.0,6.0,24.0,1025.7,7.199999999999999,1,0,0.0
20,4,2024,SA,8.5,21.2,0.0,4.0,10.5,14.0,37.0,877,15.6,60.0,0.0,3.0,20,1032.1,18.7,60.0,1.0,14.0,30.0,1029.2,12.7,0,0,0.0
21,4,2024,SA,5.4,19.0,0.0,3.0,10.2,14.0,22.0,767,14.1,68.0,0.0,10.0,4,1031.6,18.2,59.0,0.0,7.0,15.0,1028.8,13.6,0,0,0.0
22,4,2024,SA,5.6,25.8,0.0,3.8,10.2,1.0,28.0,682,15.6,52.0,0.0,5.0,15,1027.2,24.8,22.0,1.0,8.0,11.0,1022.2,20.200000000000003,0,0,0.0
23,4,2024,SA,9.6,23.7,0.0,2.8,4.8,13.0,57.0,1439,18.1,46.0,0.0,9.0,19,1019.1,17.6,77.0,0.0,13.0,35.0,1018.6,14.1,0,0,0.0
24,4,2024,SA,8.5,18.3,0.0,5.0,3.8,13.0,50.0,2,12.8,65.0,0.0,2.0,9,1028.3,16.6,53.0,7.0,13.0,26.0,1027.2,9.8,0,1,1.0
